Vermutung,Annahme oder Annahme ohne Beweis - Assumption or guess - Ich gebe dem Kollegen dem Chef gegenüber eine Vermutung über den Plan ab. - Annahme-Hypothese
Hängematte,Ein Tuch zum Liegen das zwischen zwei Punkten hängt - Hammock - Sie legt sich in der Hängematte auf dem Balkon und genießt den Wind. - Liege-Schaukelbett
zurechtkommen,Mit einer Situation erfolgreich umgehen - To cope or manage - Er hilft dem Freund mit den Aufgaben damit er mit der Arbeit zurechtkommt. - klarkommen-bewältigen
Herausforderung,Eine schwierige Aufgabe oder Situation - Challenge - Die Firma bietet den Mitarbeitern eine Herausforderung mit dem neuen Projekt an. - Schwierigkeit-Aufgabe
verbringt,Zeit an einem Ort oder mit jemandem verbringen - Spends time - Sie verbringt dem Kind bei der Großmutter den Nachmittag. - verbringt Zeit-verbringt Stunden
Qual,Starke körperliche oder seelische Schmerzen - Agony or torment - Der Patient gibt dem Arzt die Qual mit den Schmerzen an. - Schmerz-Leiden
Reizüberflutung,Überforderung durch zu viele Eindrücke - Sensory overload - Das Kind ist dem Lärm und den Lichtern der Stadt ausgesetzt und leidet an Reizüberflutung. - Überstimulation-Überforderung
Umgebung,Die nähere Umgebung oder das Umfeld - Surroundings - Wir zeigen dem Besucher die Umgebung des Hauses mit dem Garten. - Umfeld-Gegend
Gelegenheit,Ereignis oder Chance für eine Handlung - Opportunity or occasion - Ich nutze der Chef gegenüber die Gelegenheit meine Meinung zu sagen. - Chance-Möglichkeit
gestaltet,Etwas formen oder anpassen - Designs or arranges - Der Künstler gestaltet dem Raum mit den Farben eine angenehme Atmosphäre. - formt-anordnet
gewöhnen,An etwas Neues anpassen - To get used to - Er gewöhnt dem Kind an die neue Schule mit viel Geduld. - adaptieren-sich eingewöhnen
verstellbar,Kann in der Position oder Größe geändert werden - Adjustable - Der Stuhl ist dem Rücken entsprechend verstellbar. - einstellbar-justierbar
entlasten,Jemanden von einer Last oder Verantwortung befreien - To relieve - Die Pflegekraft entlastet dem Patienten mit der schweren Arbeit. - erleichtern-unterstützen
fördern,Jemanden oder etwas unterstützen und voranbringen - To promote or support - Die Schule fördert den Schüler mit den zusätzlichen Kursen. - unterstützen-voranbringen
ausreichender,Genügend oder genügend groß - Sufficient - Das Unternehmen bietet dem Mitarbeiter einen ausreichenden Lohn für die Arbeit. - genug-genügend
grelle,Sehr hell oder aufdringlich - Bright or glaring - Die Lampe blendet dem Gast mit dem grellen Licht in den Augen. - hell-leuchtend
Weise,Art und Weise oder kluge Methode - Manner or wise way - Er erklärt dem Kunden die Situation auf eine verständliche Weise. - Methode-Art
gestikulieren,Mit den Händen oder Armen ausdrücken - To gesture - Der Redner gestikuliert dem Publikum während der Präsentation lebhaft. - mit Gesten sprechen-zeigen
tätig,In einem Beruf oder Bereich arbeiten - Active or working - Sie ist dem Unternehmen als Projektleiterin tätig. - beschäftigt-arbeitend
bevorzugt,Vorzugsweise oder bevorzugt behandelt - Preferred - Der Chef behandelt dem Mitarbeiter mit den besten Leistungen bevorzugt. - bevorzugt-favorisiert
eingerichtet,Mit Möbeln und Ausstattung ausgestattet - Furnished or arranged - Das Büro ist dem neuen Mitarbeiter für die Arbeit eingerichtet. - ausgestattet-möbliert
ausgeleuchtet,Gut mit Licht beleuchtet - Well lit - Der Raum ist dem Team für die Arbeit gut ausgeleuchtet. - beleuchtet-erhellt
einstellbar,Kann angepasst oder justiert werden - Adjustable - Der Schreibtisch ist dem Benutzer entsprechend einstellbar. - verstellbar-regulierbar
sich fügen,Sich einer Situation oder Person anpassen - To submit or conform - Er fügt sich dem Plan der Firma ohne Widerstand. - anpassen-beugen
hinnehmen,"Etwas akzeptieren, obwohl es unangenehm ist - To accept or endure - Die Mitarbeiter nehmen dem Chef gegenüber die Kritik hin. - akzeptieren-dulden"
Maßnahme,Eine Handlung zur Problemlösung - Measure or action - Die Regierung trifft dem Bürger gegenüber Maßnahmen gegen die Krise. - Schritt-Aktion
Gleichgewicht,Balance oder Stabilität - Balance - Der Akrobat hält dem Publikum gegenüber das Gleichgewicht auf dem Seil. - Balance-Stabilität
Balance,Zustand der Ausgewogenheit - Balance - Sie bewahrt dem Team gegenüber die Balance zwischen Arbeit und Freizeit. - Gleichgewicht-Ausgewogenheit
Einzelbüro,Ein Büro für eine Person allein - Private office - Der Manager arbeitet dem Team gegenüber in einem Einzelbüro. - Einzelzimmer-Privatbüro
dankbar sein,Gefühl der Dankbarkeit haben - To be grateful - Ich bin dem Kollegen für die Hilfe sehr dankbar. - dankbar-verbunden
teils teils,"Zum Teil so, zum Teil so - Partly partly - Die Aufgaben verteilen sich dem Team gegenüber teils auf den einen, teils auf den anderen. - teilweise-zum Teil"
hilfsbereit sein,Bereit sein zu helfen - To be helpful - Der Kollege hilft dem neuen Mitarbeiter gerne und ist sehr hilfsbereit. - hilfreich-unterstützend
Einerseits andererseits,"Gegensätzliche Seiten nennen - On the one hand on the other hand - Einerseits freut sich der Chef über den Erfolg, andererseits muss er dem Team gegenüber die Fehler benennen. - zum einen zum anderen"
Es hat sowohl Vorteile als auch Nachteile,Es gibt positive und negative Seiten - It has both advantages and disadvantages - Die neue Regelung bringt dem Unternehmen sowohl Vorteile als auch Nachteile. - sowohl als auch Vor und Nachteile
nicht nur Vorteile sondern auch Nachteile,"Mehr als nur positive Seiten - Not only advantages but also disadvantages - Das Projekt hat dem Kunden nicht nur Vorteile, sondern auch Nachteile. - nicht nur sondern auch"
zwar einige Vorteile aber leider auch Nachteile,"Es gibt positive, aber auch negative Aspekte - Although some advantages unfortunately also disadvantages - Der Vertrag bietet dem Mitarbeiter zwar einige Vorteile, aber leider auch Nachteile. - zwar aber"
Genesung,Der Prozess der Besserung nach Krankheit - Recovery - Der Arzt wünscht dem Patienten eine schnelle Genesung. - Heilung-Besserung
Bettruhe verordnen,Dem Patienten Anweisung geben im Bett zu bleiben - To prescribe bed rest - Der Arzt verordnet dem Kranken Bettruhe zur schnellen Genesung. - Ruhe verschreiben-Bettruhe anordnen
sich überanstrengen,Zu viel Kraft oder Energie aufwenden - To overexert oneself - Der Sportler überanstrengt sich dem Trainer gegenüber beim Training. - zu viel arbeiten-sich überfordern
verschlimmern,Eine Situation oder Krankheit schlechter machen - To worsen - Das Rauchen verschlimmert dem Patienten gegenüber die Lungenerkrankung. - verschärfen-verschlechtern
grippaler Infekt,Eine Erkältung mit Grippesymptomen - Flu-like infection - Der Patient klagt dem Arzt über einen grippalen Infekt. - Erkältung-Grippe
heilungsfördernd,Die Genesung unterstützend - Healing-promoting - Die Medikamente wirken dem Körper gegenüber heilungsfördernd. - genesungsfördernd-therapeutisch
niesen,Reflexartiges Ausstoßen von Luft durch die Nase - To sneeze - Das Kind niest dem Lehrer gegenüber während des Unterrichts. - schnäuzen-prusten
ankommen auf,Von etwas abhängig sein - To depend on - Es kommt dem Ergebnis auf die genaue Analyse an. - abhängen von-liegen an
Rückenbeschwerden,Schmerzen im Rückenbereich - Back pain - Der Patient berichtet dem Arzt über seine Rückenbeschwerden. - Rückenschmerzen-Wirbelsäulenprobleme
Beschwerden lindern,Schmerzen oder Probleme verringern - To alleviate complaints - Die Therapie lindert dem Patienten die Beschwerden. - Schmerzen mildern-Symptome verbessern
unterlassen,Etwas nicht tun vermeiden - To refrain from - Der Mitarbeiter unterlässt dem Chef gegenüber die unerlaubte Handlung. - vermeiden-nicht tun
schadet,Negativen Einfluss haben - Harms - Rauchen schadet dem Körper und der Gesundheit. - beschädigt-beeinträchtigt
anstecken,Jemanden mit einer Krankheit infizieren - To infect - Der Kranke steckt dem Kollegen die Grippe an. - infizieren-übertragen
vorzeitig,Früher als geplant oder erwartet - Prematurely - Der Mitarbeiter verlässt dem Chef gegenüber vorzeitig das Büro. - frühzeitig-zu früh
verantwortungsvoll,Mit Pflichtbewusstsein und Sorgfalt - Responsible - Die Führungskraft handelt dem Unternehmen gegenüber verantwortungsvoll. - pflichtbewusst-sorgsam
Attest,Ärztliches Zeugnis oder Bescheinigung - Medical certificate - Der Patient legt dem Arbeitgeber das Attest vor. - Bescheinigung-Zertifikat
fürs Wohlergehen sorgen,Sich um das Wohlbefinden kümmern - To care for wellbeing - Die Eltern sorgen dem Kind gegenüber fürs Wohlergehen. - betreuen-pflegen
Grippe,Ansteckende Viruskrankheit mit Fieber und Husten - Flu - Die Grippe verbreitet sich dem Hausarzt gegenüber schnell in der Stadt. - Influenza-Erkältung
Fürsorgepflicht haben,Verpflichtung zur Betreuung und Pflege - Duty of care - Der Arbeitgeber hat dem Mitarbeiter gegenüber Fürsorgepflicht. - Verantwortung-Pflicht
zulässig,Erlaubt oder gestattet - Permissible - Das Rauchen ist in dem Gebäude nicht zulässig. - erlaubt-genehmigt
unter Umständen,Eventuell je nach Situation - Under certain circumstances - Unter Umständen muss der Mitarbeiter dem Chef gegenüber Überstunden leisten. - möglicherweise-vielleicht
kümmern um,Sich sorgen oder verantwortlich sein - To take care of - Die Schwester kümmert sich um den Patienten. - betreuen-sorgen für
Aussage,Behauptung oder Erklärung - Statement - Der Zeuge gibt dem Richter eine klare Aussage. - Erklärung-Bericht
führt durch,Jemanden leiten oder begleiten - Leads through - Der Guide führt die Besucher durch das Museum. - leitet-begleitet
Bereitschaftsdienst,Dienst bei dem man im Notfall bereitsteht - On-call duty - Der Arzt hat heute Bereitschaftsdienst und muss jederzeit erreichbar sein. - Rufdienst-Notdienst
Vergütung,Bezahlung oder Entlohnung für Arbeit - Compensation - Der Arbeitnehmer erhält eine faire Vergütung für seine Arbeit. - Bezahlung-Lohn